-5984,8728,-13780,-1056,-515,-120
-6028,8748,-13844,-1063,-455,-98
-6008,8832,-13860,-1030,-483,-94
-5948,8732,-13864,-1045,-505,-85
-6228,8712,-13876,-1044,-508,-112
-5936,8608,-13820,-1076,-494,-128
-5940,8684,-13792,-1105,-493,-96
-6072,8620,-13780,-1087,-487,-118
-5976,8640,-13832,-1080,-517,-111
-5936,8704,-13856,-1057,-491,-108
-5996,8616,-13828,-1051,-489,-113
-6040,8792,-13796,-1035,-532,-103
-6148,8608,-13824,-1058,-500,-110
-6144,8668,-13820,-1065,-512,-93
-5968,8648,-13824,-1076,-514,-97
-5976,8716,-13836,-1084,-521,-72
-5952,8660,-13832,-1092,-495,-101
-5952,8776,-13720,-1073,-508,-101
-5900,8704,-13884,-1031,-496,-113
-5972,8652,-13876,-1022,-478,-117
-6108,8540,-13828,-1026,-496,-99
-5928,8644,-13900,-1083,-533,-59
-5916,8440,-13948,-1016,-494,-110
-6100,8904,-13836,-947,-494,-125
-5904,8292,-13932,-1215,-598,-50
-6156,9024,-13648,-1217,-553,-38
-6080,8640,-13972,-1065,-499,-103
-6064,8876,-13740,-1017,-454,-91
-5888,8600,-13900,-795,-403,-178
-6008,8500,-13964,-914,-430,-153
-5888,8536,-13892,-1071,-507,-85
-5884,8568,-13692,-1136,-520,-95
-5888,8848,-13788,-1180,-557,-67
-6048,8528,-13860,-1066,-562,-85
-6108,8620,-13756,-1260,-585,-83
-5972,8880,-13684,-1029,-526,-109
-6064,8504,-13764,-932,-484,-141
-6068,8504,-13904,-1191,-574,-85
-5920,8596,-14028,-1204,-560,-77
-6004,8696,-13916,-1276,-569,-62
-6140,8668,-13808,-1270,-592,-74
-5920,8684,-13776,-1386,-602,-33
-6044,8904,-14048,-1408,-691,8
-6116,8700,-13692,-1347,-588,-58
-6100,8584,-13916,-1366,-601,-8
-6100,8584,-13916,-1366,-601,-8
-6064,8932,-13708,-1381,-65,-6196
-6064,8932,-13708,-1381,-65,-6196
-6064,8932,-13708,-1381,-65,-6196
-6064,8932,-13708,-1381,-65,-6196
-6064,8932,-13708,-1381,-65,-6196
-6064,8932,-13708,-1381,-65,-6196
-6048,8824,-13636,-1362,-633,9
-6180,8816,-13768,-1657,-601,96
