1680,-3156,-18036,-162,97,16
1736,-3128,-18112,-161,93,13
1632,-3116,-17804,-148,76,20
1592,-3176,-17984,-147,91,10
1684,-3056,-18024,-151,101,23
1660,-3116,-17992,-156,110,-2
1776,-3004,-18024,-151,89,9
1772,-3020,-18088,-169,82,34
1716,-3092,-17980,-151,97,8
1556,-3096,-18044,-158,83,41
1656,-3124,-18076,-141,100,24
1636,-3032,-18048,-163,113,10
1684,-3092,-17940,-155,112,8
1636,-3120,-18052,-166,88,5
1732,-3048,-18052,-141,94,-4
1712,-3084,-17984,-171,89,-4
1672,-3088,-18148,-143,92,17
1752,-3072,-17900,-145,115,0
1700,-3056,-17912,-162,96,9
1656,-3136,-18004,-170,104,3
1748,-3128,-18032,-143,90,8
1608,-3080,-18004,-153,118,14
1636,-3092,-18048,-160,77,12
1732,-2932,-17868,-144,103,-9
1640,-3064,-18040,-153,106,-11
1716,-3112,-18016,-163,98,9
1664,-3100,-17884,-165,114,-1
1720,-3096,-18052,-156,108,15
1696,-3088,-18052,-153,67,22
1656,-3172,-17908,-163,100,22
1688,-3172,-17872,-168,94,21
1788,-3112,-18100,-156,85,-2
1720,-3068,-18048,-153,123,0
1692,-3140,-18024,-161,120,19
1800,-3156,-18156,-158,100,5
1672,-3124,-17892,-158,114,24
1636,-3140,-17916,-174,107,2
1684,-3156,-18148,-159,89,12
1632,-3036,-18096,-158,88,5
1672,-3032,-18132,-152,79,8
1624,-3008,-18064,-162,79,4
1700,-3024,-17920,-151,82,19
1612,-3104,-18036,-147,102,9
1648,-3088,-18128,-156,96,0
1712,-3064,-18112,-157,87,21
1656,-3100,-18068,-161,81,24
1692,-3096,-18060,-187,79,21
1580,-3060,-17968,-179,113,13
1724,-3132,-18160,-168,105,19
1636,-3088,-17928,-158,96,6
1684,-3056,-18272,-157,103,17
1720,-3092,-18076,-164,112,-2
1772,-3108,-17956,-147,108,38
1772,-3096,-18028,-157,99,-6
1700,-3056,-18204,-163,106,-5
1788,-3008,-18040,-173,105,1
1608,-3136,-17908,-162,86,5
1716,-3092,-18092,-166,92,11
1664,-3120,-18068,-148,96,-4
1724,-3108,-18072,-175,93,16
1696,-3072,-18116,-157,98,13
1664,-3116,-18020,-153,87,5
1592,-3080,-18136,-166,108,4
1708,-2968,-17976,-155,88,2
1596,-3132,-18168,-166,92,4
1684,-3116,-17988,-145,121,10
1752,-3132,-18052,-166,89,14
1768,-3076,-17980,-153,112,20
1720,-3040,-17984,-150,92,19
1672,-3124,-18004,-148,93,2
1732,-3080,-17964,-155,92,7
1696,-3060,-18092,-153,112,2
1760,-3076,-18228,-159,99,22
1696,-3048,-18188,-154,105,12
1596,-3192,-17984,-151,102,3
1696,-3144,-18184,-146,108,-5
1680,-3068,-18104,-162,98,11
1608,-3024,-17884,-169,67,4
1628,-3144,-18096,-164,85,-8
1636,-3220,-17932,-171,97,32
1632,-3028,-18116,-161,127,4
1676,-3156,-18064,-161,95,2
1648,-3100,-17928,-168,98,5
1692,-3048,-18104,-169,90,6
1660,-3112,-18040,-161,95,8
1664,-3080,-18012,-166,95,21
1692,-3068,-17960,-174,98,8
1708,-3124,-17944,-164,116,30
1700,-3036,-18152,-175,82,20
1668,-3092,-18136,-157,141,-1
1764,-3044,-18140,-158,81,9
1676,-3016,-18096,-158,92,35
1764,-3016,-17896,-160,97,7
1668,-3160,-18028,-159,88,0
1692,-3032,-18088,-155,94,19
1652,-3124,-18016,-158,80,18
1676,-3144,-17912,-165,150,17
1688,-3060,-18024,-161,78,30
1708,-3040,-18052,-155,104,32
1720,-3116,-17896,-158,109,7
1748,-3144,-18068,-148,81,2
1672,-3152,-17968,-149,85,-8
