5740,32767,-760,6240,5827,6978
3884,25544,10260,-20429,-7901,-3958
404,-7088,-8496,3476,3996,-619
4716,7760,-18088,-1107,727,-883
5968,5972,-15908,-610,427,-63
6160,5704,-15948,687,185,71
4672,6296,-16568,1514,186,695
4748,6092,-16828,544,1673,1678
5820,5980,-16184,-174,1772,1399
6036,5920,-16416,-159,1145,798
5508,5900,-16456,-200,1014,621
6008,5860,-16264,-263,850,324
5752,5888,-16236,-417,726,-5
5860,5768,-16520,-533,533,-207
5652,5852,-16332,-958,779,-179
5892,5924,-16284,-1235,1006,-100
5784,6084,-16164,-1158,1025,-118
5984,6108,-16016,-748,863,28
6040,6092,-16092,-646,730,-46
6044,6196,-16172,-442,552,-150
6180,6144,-16100,-661,632,-211
6020,6216,-16060,-911,782,-255
6164,6088,-15984,-932,619,-353
6156,6204,-15920,-935,585,-506
5924,6304,-16120,-1166,742,-576
5816,6408,-16044,-2310,1509,-598
6376,6556,-15988,-4275,2738,-1003
6592,6620,-15940,-7132,2999,-2164
6932,6940,-15812,-11341,3945,-5001
7068,7224,-16568,-19818,5537,-8932
10424,7892,-15936,-32768,2634,-15377
8460,18388,-17064,-32768,-4640,-25940
11704,20764,-15816,-32768,-3173,-23439
10136,6628,-11416,-28686,-9125,-24340
16576,5996,-19576,15879,-18881,5498
10724,5436,-11940,26193,-19234,12585
13148,7056,-9188,32767,-21677,19310
13928,10240,-8760,31499,-14551,22525
16000,13064,-13112,30356,-11858,27778
18388,15852,-16672,30300,-4847,24214
24504,21836,-15348,23148,-6083,24250
-5136,32767,-10832,1390,4812,29701
-18196,32767,21792,603,-6662,-5195
32767,32767,-32768,13397,12912,18849
3784,9300,-20636,-1951,-572,-1020
5184,6268,-16736,1324,-1094,-564
4476,6432,-17140,1012,-189,51
4504,5728,-16864,215,720,424
5168,5576,-16868,-762,1786,908
5632,5692,-16532,-521,962,164
5576,5344,-16684,-920,849,-186
5332,5676,-16664,-1889,1236,-379
5544,5796,-16552,-2573,1559,-552
5612,6184,-16324,-2981,1954,-501
5752,6216,-16156,-2484,1754,-203
5784,6176,-16156,-2059,1364,-421
5560,6548,-16096,-1879,1229,-609
5736,6432,-15928,-2215,1615,-229
6064,6412,-16168,-3919,2342,-518
6504,6524,-16160,-7233,3561,-1985
6656,6548,-16876,-14033,6091,-5689
6864,6108,-17028,-28985,7823,-11824
9084,10900,-15508,-32768,1357,-19924
11100,25012,-15760,-32768,3067,-22923
9964,16892,-13460,-32768,14294,-19513
20172,7216,-14436,-17712,21900,-12565
10420,8016,-15620,32767,-27458,11504
6188,7388,-7700,32767,-9516,15066
8956,7244,-4912,32767,-15617,15527
14372,12736,-10888,32767,-6977,20085
6284,18956,-18640,32767,-3508,23776
18408,19708,-17352,30514,-2839,14308
11576,28948,-19292,23390,1598,15955
-11476,32767,-3880,24151,19412,13669
-4908,32767,17032,-8625,-16429,-15628
-10408,168,-6208,-22729,-4272,-5284
-3972,-12936,-13348,268,3943,-1450
5044,5112,-15948,-292,-336,-1651
4460,5888,-17004,1031,-883,-564
4812,6152,-16948,802,-245,194
5048,5616,-16716,107,181,523
5404,5656,-16520,45,-225,-14
5036,5468,-16736,34,-596,-279
4992,5288,-16720,-128,-389,-381
4740,5520,-16868,-149,-326,-370
4924,5488,-16604,-109,-155,-417
4776,5376,-16600,235,-146,-578
4788,5348,-16896,135,185,-454
4360,5552,-17004,-200,674,-339
4216,5460,-16772,-852,1675,64
5568,5140,-16640,-596,1685,-430
5316,5484,-16920,-1668,583,-1818
5508,4920,-17168,-5180,1240,-3263
5560,5120,-18408,-14805,4003,-7535
8908,6284,-18780,-25698,1166,-13237
3872,7500,-14608,-32768,293,-19684
9624,17668,-18440,-32768,8282,-22231
6900,15908,-13816,-29832,12606,-24688
6360,14772,-14660,-25568,11098,-32658
13964,11356,-24024,20552,22827,-3407
8268,-172,-7824,22669,13672,10155
5124,3928,-15192,21638,12520,18408
2268,8408,-19644,23464,14708,23477
1972,10100,-21912,26567,9403,24330
1764,11868,-23892,28259,8628,19758
5400,18772,-27196,26469,1829,15239
-6064,29644,-17096,24679,7477,11401
-2692,30864,1504,6604,-6232,1835
-1860,24580,10948,-15772,-15594,-7208
-5520,-3816,-11780,-22883,-9017,-12195
-13140,4432,-26172,258,516,-2046
3412,8932,-17164,312,-1402,-974
4908,6232,-17072,903,-886,-88
5336,5904,-16684,512,-507,-53
5012,5720,-16728,639,-593,-161
4824,5652,-16932,549,-573,-386
4856,5472,-16776,162,-210,-238
4352,5584,-16812,-134,111,-165
4948,5428,-16856,-286,335,28
4672,5732,-16844,-263,422,105
5052,5364,-16800,-425,698,273
4720,5512,-16840,-513,918,380
5380,5576,-16672,-476,1075,382
4808,5404,-16500,-596,1116,280
5060,5360,-16632,-599,1884,481
5416,5332,-16488,-346,2033,501
5384,5456,-16352,-661,1753,139
5700,5576,-16624,-1067,891,-770
5696,5588,-16592,-2763,1254,-1289
5392,5720,-17164,-6485,2441,-2320
5488,5876,-17348,-14188,6116,-5006
7064,6028,-17544,-25254,7759,-9172
8584,7524,-15816,-32768,1300,-18768
9312,17124,-14508,-32768,8849,-22852
