-14912,-16,4184,-168,95,16
-14848,-8,4236,-157,85,10
-14780,-88,4308,-156,120,9
-14824,12,4340,-196,81,9
-14876,-60,4404,-163,97,22
-14844,12,4300,-149,87,4
-14772,24,4448,-156,100,15
-14768,-84,4384,-162,97,21
-14904,60,4264,-170,102,19
-14820,12,4404,-184,111,6
-14892,-108,4256,-154,102,32
-14768,68,4304,-152,131,8
-14848,16,4208,-157,89,21
-14840,-28,4220,-175,84,13
-14812,72,4200,-190,87,-4
-14856,-44,4304,-180,106,23
-14824,24,4228,-179,110,16
-14896,-52,4316,-154,80,14
-14876,4,4020,-159,84,25
-14816,-92,4240,-168,113,30
-14804,0,4248,-162,105,24
-14808,12,4204,-157,84,14
-14900,32,4348,-159,118,27
-14872,0,4176,-162,99,7
-14912,16,4128,-174,120,23
-14856,-48,4228,-175,84,17
-14848,-16,4412,-163,106,33
-14928,-40,4272,-167,102,24
-14872,-32,4352,-150,118,16
-14844,0,4424,-171,100,4
-14848,-96,4236,-155,85,31
-14908,24,4220,-144,105,10
-14832,-88,4236,-169,105,26
-14860,-100,4148,-166,125,12
-14868,-160,4472,-168,88,12
-14952,-44,4244,-174,95,14
-14912,-16,4256,-153,103,22
-14812,-28,4376,-168,101,0
-14892,8,4316,-155,89,13
-14844,-88,4448,-167,123,29
-14916,12,4376,-166,105,9
-14820,84,4500,-186,101,14
-14904,60,4248,-157,91,25
-14836,84,4124,-170,123,25
-14864,32,4324,-151,110,23
-14836,-44,4212,-178,90,30
-14952,-60,4196,-166,108,47
-14924,68,4144,-158,86,17
-14844,92,4316,-153,77,16
-14840,4,4200,-163,105,40
-14936,56,4252,-154,117,13
-14808,44,4500,-166,109,29
-14796,-96,4264,-169,111,12
-14940,32,4116,-145,101,23
-14844,-84,4232,-174,120,37
-14916,112,4268,-190,106,14
-14916,-36,4284,-180,90,10
-14816,-12,4260,-160,115,23
-14792,36,4368,-156,118,13
-14884,-56,4312,-167,116,26
-14868,-48,4188,-145,103,-17
-14872,-100,4300,-163,92,36
-14836,-60,4384,-190,114,21
-14844,-44,4156,-137,108,7
-14836,24,4460,-150,105,5
-14928,20,4260,-169,107,3
-14900,100,4344,-178,98,22
-14888,-96,4248,-167,78,7
-14840,24,4296,-175,82,18
-14848,72,4312,-176,87,13
-14844,60,4312,-157,110,7
-14820,56,4256,-189,110,25
-14824,0,4176,-179,116,6
-14840,36,4328,-166,83,13
-14788,-36,4284,-160,110,48
-14836,-68,4152,-156,112,24
-14848,64,4380,-157,107,19
-14908,-28,4412,-170,87,12
-14904,-88,4188,-168,86,34
-14828,144,4228,-149,79,23
-14820,-80,4308,-170,105,16
-14876,-100,4196,-168,97,34
-14788,-28,4348,-168,123,28
-14904,112,4252,-154,82,12
-14828,24,4272,-155,86,23
-14884,8,4228,-150,109,22
-14840,-8,4212,-170,97,8
-14832,-20,4168,-165,104,18
-14820,-40,4216,-162,110,8
-14892,-24,4328,-200,88,14
-14836,-20,4320,-158,95,32
-14904,-92,4324,-164,77,4
-14924,-84,4392,-177,97,34
-14832,72,4488,-160,104,42
-14844,-88,4240,-155,92,13
-14924,16,4352,-150,98,23
-14844,96,4376,-155,116,15
-14836,16,4336,-143,69,5
-14800,-32,4376,-164,109,30
-14816,80,4360,-158,87,30
-14844,12,4344,-169,88,15
-14668,-52,4268,-148,112,26
-14828,52,4276,-171,108,32
-14900,-40,4304,-163,90,25
-14896,40,4196,-168,74,33
-14788,40,4036,-168,90,4
-14876,48,4236,-186,115,22
-14868,-80,4304,-163,86,23
-14856,0,4284,-174,106,28
-14812,96,4116,-152,89,8
-14912,-8,4092,-159,109,-4
-14912,8,4232,-174,81,29
-14928,20,4272,-153,118,4
-14928,-40,4312,-152,93,-6
-14792,32,4220,-164,84,28
-14788,72,4312,-157,91,16
-14812,-20,4324,-175,115,12
-14828,0,4316,-154,91,23
-14924,-60,4256,-155,76,4
-14792,36,4184,-188,111,17
-14784,-8,4160,-154,88,24
-14844,44,4480,-139,111,57
-14800,16,4244,-159,98,19
-14808,-16,4168,-158,117,15
-14812,52,4440,-180,93,32
-14864,56,4304,-164,73,24
-14856,-40,4308,-151,80,17
-14888,4,4344,-146,117,18
-14800,-4,4108,-165,92,17
